record_id,field,original_text,word_count,unique_words,categorical_diversity,compositional_complexity,semantic_density,von_neumann_entropy,category_coherence,compositional_entanglement,grammatical_superposition,semantic_interference,frame_competition,categorical_coherence_variance,multiple_reality_strength,frame_conflict_strength,semantic_ambiguity,circuit_depth,circuit_gates,qubit_count,discocat_enhanced,discopy_available
0,新聞標題,中正高中機器人競賽獲獎 曼巴學院掛國旗,9,9,6,0,10.0,3.169925001429328,0.3333333333333333,0.6666666666666666,1.0,0.0,0.9999999999959038,0.007201646090534979,0.7499999999991807,0.35771604938271606,1.0,9,28,7,True,False
0,新聞內容,"（中央社記者林宏翰洛杉磯2日專電）已故籃球明星布萊恩（Kobe Bryant）創立的曼巴運動學院上週末舉辦機器人競賽，來自台灣的中正高中17名學生團隊，1日在洛杉磯拿下新秀全明星獎、取得赴底特律參加決賽的資格。

這個團隊每個人制服袖子上印著小國旗，工作站掛著一幅從台灣帶來的大國旗，大部分同學第一次踏上美國土地。短短不到一週，他們組裝機器人、上場比賽，克服語言障礙向裁判介紹商業企劃案、與友軍溝通戰...",637,360,33,0,5.651491365777081,7.746295105435076,0.2260596546310832,0.05180533751962323,1.0,0.016020686764734383,0.9122031454810677,0.002446008032258517,0.6494756281029388,0.0991639436969617,1.0,9,28,7,True,False
1,新聞標題,國軍戰車隱匿廢五金堆蓄勢待發 創意源自變形金剛,12,12,4,0,10.0,3.584962500703843,0.5,0.3333333333333333,1.0,0.0,0.9999999999951708,0.03125000000000001,0.7499999999990341,0.19270833333333331,1.0,9,28,7,True,False
1,新聞內容,"（中央社記者游凱翔桃園28日電）陸軍584旅今天在桃園民間資源回收廠實施戰力防護演練，官兵發揮想像與創意，將雲豹甲車偽裝成工程起重車，勇虎戰車隱匿廢五金堆裡，有如電影「變形金剛」博派金剛隱身資材場，待敵人出現立刻出動，給予迎頭痛擊。

共軍頻頻對台文攻武嚇，為強化國軍戰力，屬「戰備月」一環的「戰備週」操演，從26日晚間至30日、一連5天4夜在全台各作戰區展開，採實兵、不實彈方式進行，各地民眾和軍武...",519,282,29,0,5.433526011560693,7.517351811602807,0.25626204238921,0.055876685934489405,1.0,0.015617999350470561,0.9235584967944678,0.0041962260434205674,0.647286719427725,0.09836869440262155,1.0,9,28,7,True,False
2,新聞標題,募集人心爭取認同 國民黨設電商中心賣商品,8,8,4,0,10.0,2.9999999999884586,0.375,0.5,1.0,0.0,0.9999999999961527,0.015625,0.7499999999992306,0.2671875,1.0,9,28,7,True,False
2,新聞內容,"（中央社記者劉冠廷台北17日電）國民黨電商中心今天成立，黨主席江啟臣表示，這不是為了營利，是募集人心的一個過程，爭取更多的認同；此外，他也透露，國民黨的募款餐會已在規劃中，規劃完成後，會再向外界報告。

國民黨青年部今天舉辦電商中心成立記者會，兼任電商中心執行長的青年部主任陳冠安表示，首波商品將配合黨慶和110年元旦，以ROC FOREVER作為主視覺，推出潮T、潮帽和環保袋三項文創產品。總額99...",424,218,27,0,5.1415094339622645,6.997281639433335,0.2099056603773585,0.06367924528301887,1.0,0.028987141353008523,0.9007615353713005,0.0032393459246464803,0.6402292810917576,0.10781142641890339,1.0,9,28,7,True,False
3,新聞標題,校友捐資 屏科大讀書房可坐臥躺趴,11,11,3,0,10.0,3.4594316186214273,0.5454545454545454,0.2727272727272727,1.0,0.0,0.9999999999954126,0.03489439853076216,0.7499999999990825,0.1650137741046832,1.0,9,28,7,True,False
3,新聞內容,"（中央社記者郭芷瑄屏東縣28日電）國立屏東科技大學由校友段津華捐資改建的讀書房今天揭牌，讀書房顛覆以往圖書館只能坐著看書，在設計上不但可以坐、臥、躺、趴，還有小包廂，希望讓學生能輕鬆閱讀。

段津華經營建設公司提供建造方面專業技術及經費支援，負責硬裝設施經費，校方負責軟裝設施經費，共同聯手打造全新的圖書與會展館一樓閱讀室空間「宏普享讀書房」，今天由段津華與校長戴昌賢共同揭牌。

段津華為屏科大前身...",348,218,27,0,6.264367816091953,7.298306824863719,0.22413793103448276,0.07758620689655173,1.0,0.01186962280159474,0.9395125707284628,0.0033955102766482525,0.6661572761679303,0.11136348066920138,1.0,9,28,7,True,False
4,新聞標題,吳朋奉從文青詩人到三金浪流連 一生飄撇始終豁達,13,13,7,0,10.0,3.7004397181223365,0.3076923076923077,0.5384615384615384,1.0,0.0,0.9999999999949316,0.007487018476029464,0.7499999999989864,0.2868614901581935,1.0,9,28,7,True,False
4,新聞內容,"（中央社記者趙靜瑜台北26日電）角色上身，演什麼像什麼的三金影帝吳朋奉從小父母離異，曾以寫詩度日，寫的還是台語詩；他於2012年7月在台北電影節上受邀頒獎還脫稿演出「反核宣言」，藝術家性格十足。

法醫：吳朋奉25日因腦中風過世
吳朋奉雨中戲台永遠缺席 王榮裕哽咽憶30年哥兒們情
吳朋奉過世 劉克襄哀慟：無緣再討教台語教育
吳朋奉是外省第二代，父親1950年從福建省詔安到台灣結婚生子，但8歲時父母...",903,476,39,0,5.271317829457365,7.986621563330243,0.21262458471760798,0.04318936877076412,1.0,0.019579822353017817,0.8978960306838321,0.0025260589509752992,0.6399005183141682,0.09810001037632249,1.0,9,28,7,True,False
5,新聞標題,史上最近距離 太陽特寫照大公開,8,8,6,0,10.0,2.9999999999884586,0.25,0.75,1.0,0.0,0.9999999999961527,0.0034722222222222225,0.7499999999992306,0.3760416666666667,1.0,9,28,7,True,False
5,新聞內容,"（中央社巴黎16日綜合外電報導）科學家今天表示，他們拍下有史以來最接近太陽的照片，這是研究對地球可能有深遠影響的太陽風和閃焰的泛歐任務一部分。

歐洲太空總署（ESA）的太陽觀測衛星「太陽軌道號」（Solar Orbiter）今年2月從美國佛羅里達州的卡納維爾角（Cape Canaveral）發射升空，上個月首次通過近日點，將接近太陽表面、前所未見的自然現象照片傳送回地球。


歐洲太空總署太陽軌...",314,180,30,0,5.732484076433121,6.94748722131731,0.2070063694267516,0.09554140127388536,1.0,0.01391090666037588,0.9273389549937845,0.0025523235109830918,0.6535951991925133,0.11891856329533315,1.0,9,28,7,True,False
6,新聞標題,外交部：台灣是台灣 非中華人民共和國一部分,11,10,9,0,9.09090909090909,3.277613436804688,0.18181818181818182,0.8181818181818182,1.0,0.00818181818181818,0.9866599586695218,0.0014284256708499135,0.7311956280975407,0.40951943679216407,1.0,9,28,7,True,False
6,新聞內容,"（中央社記者顧荃台北19日電）中國與緬甸18日簽署聯合聲明，外交部發言人歐江安表示，外交部表達嚴正抗議，並對此貶損中華民國台灣國家主權的不實表述予以譴責。

外交部嚴正重申，台灣是台灣，不是中國的一部分，「當然更不是中華人民共和國的一部分」。

中國國家主席習近平訪問緬甸，18日中國與緬甸簽署聯合聲明，在台灣議題部分提及：「緬方重申堅定奉行一個中國政策，認為台灣、西藏、新疆是中華人民共和國不可分割...",384,190,24,0,4.947916666666667,6.868034256092626,0.17447916666666666,0.0625,1.0,0.023600819482917826,0.9072873528174121,0.00303367332175926,0.6363160087675452,0.10846218532986113,1.0,9,28,7,True,False
7,新聞標題,農遊券藝FUN券動滋券客庄券 怎麼抽籤哪裡可用一次看,14,14,6,0,10.0,3.807354922037407,0.35714285714285715,0.42857142857142855,1.0,0.0,0.999999999994695,0.009637188208616781,0.7499999999989391,0.23860544217687074,1.0,9,28,7,True,False
7,新聞內容,"（中央社網站更新）振興三倍券15日上路，農委會的農遊券、文化部的藝FUN券、教育部體育署的動滋券與客委會的浪漫客庄旅遊券也接連登場，民眾從事各領域的休閒活動，都有好康優惠可拿。

農遊券
發放數量：限量500萬份
取得方式：7月9日至18日網路登記，分兩梯次抽籤
抽籤資格：領有中華民國身分證或持居留證的非本國籍配偶
使用時間：中籤通知後60天內
可用範圍：超過2000家合作業者可消費抵用，項目含門...",1127,438,33,0,3.8864241348713398,7.959286518949764,0.2236024844720497,0.029281277728482696,1.0,0.015868617334695946,0.9070632101825072,0.0035199536621689947,0.6131082790676022,0.09165048476768353,1.0,9,28,7,True,False
8,新聞標題,記錄反送中、採訪流亡來台港人 中央社沈朋達獲卓越新聞獎,14,14,8,0,10.0,3.807354922037407,0.35714285714285715,0.5714285714285714,1.0,0.0,0.999999999994695,0.00860969387755102,0.7499999999989391,0.30972576530612245,1.0,9,28,7,True,False
8,新聞內容,"（中央社記者葉冠吟台北24日電）卓越新聞獎今天舉行頒獎典禮，本屆卓越新聞獎新聞志業特殊貢獻獎，頒給「上報」董事長王健壯；中央社記者沈朋達則以「香港反送中抗爭」專題，獲平面及網路文字類即時新聞獎。

專題新聞如下：
在異鄉尋找出路 數百名香港示威者流亡來台
國安法是遲早的事 港人盼在台延續國際戰線
國安法出籠 專家：北京改變政策主動出擊
煲底相見無期 國安法滿城風雨泛民前景多憂
港人力爭民主自由是北...",913,434,35,0,4.75355969331873,7.8517041188016155,0.2617743702081051,0.038335158817086525,1.0,0.01743463363647087,0.8961545633296473,0.003119623239935501,0.6286607649414218,0.09359744228413838,1.0,9,28,7,True,False
9,新聞標題,17年前壓箱寶 台灣做出第一件P3級防護衣,11,11,7,0,10.0,3.4594316186214273,0.2727272727272727,0.6363636363636364,1.0,0.0,0.9999999999954126,0.004385225164445943,0.7499999999990825,0.3285882948220611,1.0,9,28,7,True,False
9,新聞內容,"（中央社記者潘羿菁台北29日電）位於印尼成衣廠內，一排產線人員正在車縫一批批布料，車縫完還要按照縫線細心折好，嚴禁「丟包」，只能用雙手奉上交付給後排同仁趕製下段工序。

這是聚陽在印尼工廠生產醫療防護衣的現況，每個人正在趕製這批急單，準備搭上華航班機，優先回台直達衛福部。

聚陽所生產的，是P3等級醫療防護衣，可以有效阻隔病毒入侵。這是高等級的醫療防護衣，卻由成衣廠全包下衛福部10萬件緊急防疫訂單...",1342,659,36,0,4.910581222056632,8.372077228876506,0.21758569299552907,0.026825633383010434,1.0,0.022984658085577297,0.894057757317599,0.002809070003963035,0.6327693404260467,0.09026149894455701,1.0,9,28,7,True,False
10,新聞標題,林琪兒141天太空夢幻旅行 震懾台灣之美從宇宙拍下珍貴照片,15,15,10,0,10.0,3.906890595586879,0.3333333333333333,0.6666666666666666,1.0,0.0,0.999999999994461,0.0064444444444444445,0.7499999999988922,0.3352666666666667,1.0,9,28,7,True,False
10,新聞內容,"（中央社記者林宏翰、周世惠洛杉磯／舊金山30日專電）台裔太空人林琪兒（Kjell N. Lindgren）入選登月計畫，首次接受台灣媒體專訪，分享5年前從太空看台灣的感動。

美國國家航空暨太空總署（NASA）12月11日公布阿提米絲（Artemis）登月計畫18名太空人名單，目標2024年把一男一女送上月球。47歲、來自混血家庭的林琪兒成為下一個登月太空人的候選人。

林琪兒今天接受中央社視訊專...",678,352,33,0,5.191740412979351,7.61432627467202,0.19174041297935104,0.048672566371681415,1.0,0.021026412683756306,0.9000990395024421,0.002500675814596603,0.6391112193310144,0.1013401732458539,1.0,9,28,7,True,False
11,新聞標題,為AI隱私權把關 Google盼深化台灣學界交流,11,11,6,0,10.0,3.4594316186214273,0.36363636363636365,0.5454545454545454,1.0,0.0,0.9999999999954126,0.009412304866850322,0.7499999999990825,0.2846418732782369,1.0,9,28,7,True,False
11,新聞內容,"（中央社記者吳家豪台北1日電）Google於7月舉行AI創新研究營，與台灣學界進行深度交流。Google台灣董事總經理馬大康稱讚，台灣學界有「世界級」研究水準，希望未來在隱私權領域擴大交流，透過Google力量做出更多貢獻。

馬大康於國立成功大學電機系畢業後赴美深造，在1993年獲得華盛頓大學電機工程學博士學位，專注於電力系統與人工智慧（AI）專家系統的整合與創新。1997年他獲聘為國立中山大學...",834,358,31,0,4.292565947242206,7.505065175040792,0.19424460431654678,0.03717026378896882,1.0,0.02659025677307783,0.8846332089333653,0.002529455186253381,0.6194255249247865,0.10123845286283045,1.0,9,28,7,True,False
12,新聞標題,播法廣節目內容惹議 教育電台喊卡教育部要求檢討,11,11,3,0,10.0,3.4594316186214273,0.45454545454545453,0.2727272727272727,1.0,0.0,0.9999999999954126,0.02938475665748393,0.7499999999990825,0.1724517906336088,1.0,9,28,7,True,False
12,新聞內容,"（中央社記者許秩維、葉冠吟、鄭景雯台北20日電）教育部所屬教育廣播電台轉播法國廣播電台節目，內容遭質疑「揚中貶台」。教育電台今天表示，已暫停轉播法廣節目；教育部也請教育電台檢討節目轉播機制。

自由時報今天報導，接獲民眾反映，教育部所屬國立教育廣播電台的「法廣」新聞節目，觀點近似中共主旋律，不時傳遞「揚中貶台」、「親中批美」，質疑有吹捧中國領導人習近平政策的大外宣等內容。

教育廣播電台今天表示，...",364,182,26,0,5.0,6.818974931603582,0.21978021978021978,0.07142857142857142,1.0,0.02514792899408284,0.9082527237882888,0.003320274400156057,0.6379375270061785,0.10978729111125561,1.0,9,28,7,True,False
13,新聞標題,「蛇蛇」胡碩傑傳加盟電競戰隊TSM 2年1.7億元創北美紀錄,18,17,8,0,9.444444444444445,4.058813890306675,0.3333333333333333,0.4444444444444444,1.0,0.0030757400999615538,0.9929910186205142,0.009066358024691357,0.7382560276379821,0.24716435185185187,1.0,9,28,7,True,False
13,新聞內容,"（中央社華盛頓26日綜合外電報導）華盛頓郵報報導，北美電競聯盟知名戰隊TSM以2年600萬美元（約新台幣1.73億元）簽下台灣「英雄聯盟」電競好手胡碩傑（綽號蛇蛇，遊戲ID：SwordArt），據信已刷新北美LCS聯盟紀錄。

這份保障合約將支付胡碩傑2021年和2022年各300萬美元，打破韓國選手許勝勳（Huni）先前據傳所簽的2年230萬美元紀錄。

胡碩傑現年23歲，在台灣出生，他在剛結束...",206,140,23,0,6.7961165048543695,6.827602696850712,0.18932038834951456,0.11165048543689321,1.0,0.006757479690905489,0.9576843394521979,0.0027734414604285228,0.6791485679102534,0.1265601877779344,1.0,9,28,7,True,False
14,新聞標題,台灣學者史書美 獲聘UCLA薩伊德講座教授,11,11,7,0,10.0,3.4594316186214273,0.2727272727272727,0.6363636363636364,1.0,0.0,0.9999999999954126,0.004385225164445943,0.7499999999990825,0.3285882948220611,1.0,9,28,7,True,False
14,新聞內容,"（中央社記者林宏翰洛杉磯21日專電）加州大學洛杉磯分校（UCLA）比較文學系本月宣布，聘任台灣籍學者史書美為「薩伊德講座教授」。史書美受訪表示，台灣研究在美國學界長期邊緣化，很榮幸獲此頭銜，希望爭取更多發聲空間。

以「東方主義」（Orientalism）學說聞名世界，後殖民研究大師薩伊德（Edward W. Said）影響美國人文社會學科深遠。史書美表示，能以薩伊德之名擔任講座教授，對學術工作是...",495,257,30,0,5.191919191919192,7.274367392077013,0.20404040404040405,0.06060606060606061,1.0,0.017714855408083166,0.908657075706792,0.0028845355916062984,0.639998512831763,0.10591586572798696,1.0,9,28,7,True,False
15,新聞標題,美國行政專機抵台 路透：美海軍少將低調訪問,13,13,7,0,10.0,3.7004397181223365,0.3076923076923077,0.5384615384615384,1.0,0.0,0.9999999999949316,0.005796401400797006,0.7499999999989864,0.28635430503562376,1.0,9,28,7,True,False
15,新聞內容,"（中央社台北/華盛頓22日綜合外電報導）兩名消息人士今天告訴路透社，無預警低調訪問台灣的美方人士，是一位負責美國在亞太地區軍事情報的美國海軍二星將領。報導說，這場高層級訪問恐激怒中國。

兩名消息人士中，包括一位熟悉內情的台灣官員。他們匿名告訴路透社，訪台的是海軍少將史都德曼（Michael Studeman）。

根據海軍官網，史都德曼是美軍印太司令部（U.S.Indo-Pacific Comm...",346,211,32,0,6.098265895953757,7.207770386300844,0.1907514450867052,0.09248554913294797,1.0,0.011569262696450453,0.9335160979207299,0.002346406025510374,0.6615608531773338,0.1186229969521618,1.0,9,28,7,True,False
16,新聞標題,韓國N號房博士房涉性犯罪 主嫌趙主彬一審判刑40年,14,13,7,0,9.285714285714286,3.664497779181707,0.21428571428571427,0.5,1.0,0.0050718512256973805,0.9902871167490762,0.004373177842565597,0.7350396718705252,0.27988338192419826,1.0,9,28,7,True,False
16,新聞內容,"（中央社記者廖禹揚首爾26日專電）韓國今年初爆發N號房事件，其中營運「博士房」聊天室販賣、散布性剝削影片的主嫌趙主彬（譯音）涉性犯罪等罪名，今天在一審中全判有罪，遭處40年有期徒刑。

韓聯社報導，趙主彬因違反兒童青少年保護法及組織犯罪等罪名，今天在法院一審判決中遭判有罪，除40 年有期徒刑外，個資將被公開10年、就業限制10年、穿戴電子腳鐐30年，並追徵一億多韓元（逾新台幣257萬元）。

同樣...",302,189,28,0,6.258278145695364,7.145443706660423,0.1986754966887417,0.09271523178807947,1.0,0.010256826683470924,0.9448842427709421,0.003006883425270463,0.6667066181389634,0.11812060807393876,1.0,9,28,7,True,False
17,新聞標題,加拿大籍護衛艦 航經台灣海峽,4,4,3,0,10.0,1.9999999999942293,0.5,0.75,1.0,0.0,0.9999999999971146,0.013888888888888888,0.7499999999994229,0.3541666666666667,0.9999999999976917,9,28,7,True,False
17,新聞內容,"（中央社記者游凱翔台北3日電）國防部今天表示，一艘加拿大籍護衛艦，由南海向北航經台灣海峽後繼續往北行駛，國軍運用聯合情監偵作為全程掌握，狀況正常；根據國防部公開訊息，上次加拿大軍艦航經台海，為去年9月渥太華號巡防艦。

國防部傍晚發布新聞稿表示，一艘加拿大籍護衛艦，由南海向北航經台灣海峽後，繼續往北行駛。

國防部指出，加艦經台灣海峽北駛期間，國軍運用聯合情監偵作為，全程掌握周邊海、空域相關動態，...",221,113,21,0,5.113122171945701,6.403702386066385,0.18552036199095023,0.09502262443438914,1.0,0.018531164099705556,0.9389346557262009,0.002629755928360438,0.6446821656090805,0.12024594035316877,1.0,9,28,7,True,False
18,新聞標題,MIT潛艦國造抗壓機密 高噸數彎板機首曝光,11,11,6,0,10.0,3.4594316186214273,0.45454545454545453,0.5454545454545454,1.0,0.0,0.9999999999954126,0.017676767676767673,0.7499999999990825,0.278030303030303,1.0,9,28,7,True,False
18,新聞內容,"（中央社記者游凱翔台北24日電）潛艦國造今天正式開工，「彎板機」畫面首度曝光。學者認為，台船已擁關鍵機具，高噸數彎板機估計至少具備將高張力鋼板進行精密捲揚，以符合潛艦壓力殼「真圓度」構型需求，以利抵禦深水壓。

國軍推動潛艦國造，今天在高雄台灣國際造船公司舉行「潛艦國造建造案開工典禮」，總統蔡英文致詞完畢後，按下啟動按鈕，彎板機將第一塊鋼板彎製成型後，象徵潛艦國造正式邁入建造階段，原型艦預劃202...",802,418,35,0,5.211970074812967,7.899220804895616,0.2518703241895262,0.043640897755610975,1.0,0.021021711420494114,0.9071890437816202,0.0031650808344805452,0.6409326381077068,0.09346822749223943,1.0,9,28,7,True,False
19,新聞標題,陳家欽因人事案函送偵辦 警政署長史上首例,10,10,5,0,10.0,3.3219280948729355,0.5,0.5,1.0,0.0,0.999999999995657,0.024,0.7499999999991314,0.25720000000000004,1.0,9,28,7,True,False
19,新聞內容,"（中央社記者林長順台北27日電）警政署長陳家欽遭檢舉用人唯親，造成警界士氣不振。內政部政風處介入調查後，日前將全案依偽造文書罪移送台北地檢署偵辦，成為史上第一名被函送檢廉的警政署長。

內政部、監察院等機關日前接獲檢舉，陳家欽批准3名秘書「假請調」到刑事局，但3人占刑事局缺，仍繼續在署長辦公室工作；3人再透過「假海選」，由陳家欽圈選原地升官。另外，陳家欽也曾破格提拔酒駕的親信張博鈞，事後引發爭議而...",204,136,23,0,6.666666666666666,6.775821805216829,0.25,0.11274509803921569,1.0,0.009587658592848904,0.9560292529197186,0.0042548525396295875,0.6769360985654893,0.12235488713443791,1.0,9,28,7,True,False
