field,record_index,narrative_complexity,narrative_coherence,framing_conflict,mutual_information,entanglement_strength,sentiment_entropy,sentiment_coherence,average_sentiment
新聞標題,240,0,0.5640500216259794,0.511,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,241,0,0.5640500216259794,0.508,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,242,0,0.5640500216259794,0.493,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,243,0,0.5640500216259794,0.5,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,244,0,0.5640500216259794,0.494,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,245,0,0.7434289137198955,0.49,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,246,0,0.5640500216259794,0.508,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,247,0,0.5640500216259794,0.504,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,248,0,0.5640500216259794,0.519,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,249,0,0.7434289137198955,0.521,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.09090909090909091
新聞標題,250,0,0.5640500216259794,0.542,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,251,0,0.7434289137198955,0.51,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,252,0,0.5640500216259794,0.511,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,253,0,0.5640500216259794,0.502,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,254,0,0.5640500216259794,0.532,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.07142857142857142
新聞標題,255,0,0.5640500216259794,0.515,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,256,0,0.5640500216259794,0.521,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,257,0,0.5640500216259794,0.497,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,258,0,0.5640500216259794,0.482,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,259,0,0.5640500216259794,0.492,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,260,0,0.5640500216259794,0.492,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,261,0,0.5640500216259794,0.483,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,262,0,0.7434289137198955,0.514,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,263,0,0.5640500216259794,0.497,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,264,0,0.5640500216259794,0.511,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,265,0,0.5640500216259794,0.49,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,266,0,0.5640500216259794,0.508,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,267,0,0.5640500216259794,0.494,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,268,0,0.5640500216259794,0.498,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,269,0,0.5640500216259794,0.506,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,270,0,0.5640500216259794,0.512,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,271,0,0.5640500216259794,0.473,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,272,0,0.5640500216259794,0.488,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,273,0,0.5640500216259794,0.488,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,274,0,0.5640500216259794,0.493,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,275,0,0.5640500216259794,0.504,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,276,0,0.5640500216259794,0.509,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,277,0,0.5640500216259794,0.504,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,278,0,0.5640500216259794,0.511,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,279,0,0.5640500216259794,0.505,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,280,0,0.5640500216259794,0.471,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,281,0,0.7434289137198955,0.487,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,282,0,0.5640500216259794,0.495,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,283,0,0.5640500216259794,0.494,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,284,0,0.5640500216259794,0.499,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,285,0,0.5640500216259794,0.482,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,286,0,0.5640500216259794,0.496,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,287,0,0.5640500216259794,0.519,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,288,0,0.5640500216259794,0.498,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,289,0,0.5640500216259794,0.49,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,290,0,0.5640500216259794,0.505,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,291,0,0.7824162252007764,0.52,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,292,0,0.7434289137198955,0.499,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,293,0,0.7434289137198955,0.495,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,294,0,0.5640500216259794,0.515,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,295,0,0.5640500216259794,0.504,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,296,0,0.7434289137198955,0.484,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,297,0,0.5640500216259794,0.519,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
新聞標題,298,0,0.5640500216259794,0.506,,,0,1.0,0.0
影片對話,0,0,0.7301738180618238,0.461,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.028169014084507043
影片對話,1,0,0.6300104188954483,0.483,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.020134228187919462
影片對話,2,0,0.7016950511193207,0.505,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.0125
影片對話,3,0,0.7137459358501426,0.488,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.006993006993006993
影片對話,4,0,0.9497181506733412,0.472,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.010135135135135136
影片對話,5,0,0.5941939640322293,0.515,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.019867549668874173
影片對話,6,0,0.8141519103718473,0.518,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.015873015873015872
影片對話,7,0,0.8646649840765211,0.514,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.02142857142857143
影片對話,8,0,0.6484305005088138,0.513,1.8156957082998173e-15,5.53440079829327e-16,0,0.9999999999999999,-0.024390243902439025
影片對話,9,0,0.9116298178071285,0.501,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.008130081300813009
影片對話,10,0,0.6503703706550643,0.49,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.011904761904761904
影片對話,11,0,0.8710706770796594,0.528,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
影片對話,12,0,0.6745246141710541,0.517,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.03205128205128205
影片對話,13,0,0.6514998511060309,0.498,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.006622516556291391
影片對話,14,0,0.8767659925311093,0.516,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.010416666666666666
影片對話,15,0,0.7100672660482082,0.481,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
影片對話,16,0,0.8852812652686857,0.522,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
影片對話,17,0,0.7282811083210237,0.515,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.006024096385542169
影片對話,18,0,0.7868024139095364,0.492,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.0196078431372549
影片對話,19,0,0.7275912647665218,0.517,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.011494252873563218
影片對話,20,0,0.8102983845397902,0.494,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.03571428571428571
影片對話,21,0,0.9060551101313562,0.483,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
影片對話,22,0,0.8827102685295483,0.491,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.009174311926605505
影片對話,23,0,0.8029002174817699,0.517,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.012048192771084338
影片對話,24,0,0.7486213529887447,0.529,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.02544529262086514
影片對話,25,0,0.688768025360584,0.505,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.006535947712418301
影片對話,26,0,0.8704209012239615,0.513,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.006134969325153374
影片對話,27,0,0.6534520209387242,0.468,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.008264462809917356
影片對話,28,0,0.7689443754058589,0.498,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
影片對話,29,0,0.5941939640322298,0.515,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
影片對話,30,0,0.8697595160625833,0.488,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.015873015873015872
影片對話,31,0,0.8884730395719476,0.49,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.015503875968992248
影片對話,32,0,0.7419060782490512,0.523,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
影片對話,33,0,0.8358568252328067,0.502,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
影片對話,34,0,0.616014198541089,0.512,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
影片對話,35,0,0.8975248061728229,0.504,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.0064516129032258064
影片對話,36,0,0.7964342140717836,0.495,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.005952380952380952
影片對話,37,0,0.6740069223862032,0.502,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.00641025641025641
影片對話,38,0,0.8493641232708922,0.505,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.024390243902439025
影片對話,39,0,0.9375441913504449,0.492,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.006211180124223602
影片對話,40,0,0.6563572669888934,0.501,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.013422818791946308
影片對話,41,0,0.8774710880296245,0.496,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.006666666666666667
影片對話,42,0,0.7257351512244076,0.493,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.006134969325153374
影片對話,43,0,0.8141519103718472,0.513,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.014285714285714285
影片對話,44,0,0.8272270297560967,0.476,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.006289308176100629
影片對話,45,0,0.8487001448956861,0.507,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.015503875968992248
影片對話,46,0,0.8886521825303807,0.514,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.012048192771084338
影片對話,47,0,0.802855205432664,0.507,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.024539877300613498
影片對話,48,0,0.8578295214495283,0.529,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
影片對話,49,0,0.8328695635689931,0.493,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
影片對話,50,0,0.8141519103718473,0.505,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.006289308176100629
影片對話,51,0,0.7964342140717838,0.511,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.020833333333333332
影片對話,52,0,0.7877785759496697,0.516,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.04790419161676647
影片對話,53,0,0.8519535662147073,0.505,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
影片對話,54,0,0.7875568382400756,0.481,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.04081632653061224
影片對話,55,0,0.7570156700632636,0.538,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
影片對話,56,0,0.7595227721228618,0.496,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.0189873417721519
影片對話,57,0,0.6796472092738208,0.491,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.02464788732394366
影片對話,58,0,0.768944375405859,0.499,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.016666666666666666
影片對話,59,0,0.6568616506854567,0.526,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.039473684210526314
影片對話,60,0,0.8780046671138174,0.508,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.006711409395973154
影片對話,61,0,0.8229478755688255,0.493,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.010638297872340425
影片對話,62,0,0.661582641424149,0.471,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.00684931506849315
影片對話,63,0,0.858901952825325,0.508,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.006756756756756757
影片對話,64,0,0.7819052347448348,0.465,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.0136986301369863
影片對話,65,0,0.7964342140717837,0.502,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.010471204188481676
影片對話,66,0,0.722939374203676,0.493,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.010362694300518135
影片對話,67,0,0.713745935850143,0.473,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
影片對話,68,0,0.7058078178367202,0.487,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.01948051948051948
影片對話,69,0,0.6534520209387242,0.484,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.017241379310344827
影片對話,70,0,0.6514998511060307,0.486,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.01910828025477707
影片對話,71,0,0.8671842421026096,0.5,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.02702702702702703
影片對話,72,0,0.651499851106031,0.486,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.016574585635359115
影片對話,73,0,0.6300104188954483,0.481,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
影片對話,74,0,0.8372560589331117,0.507,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.0051813471502590676
影片對話,75,0,0.790974406696935,0.498,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.010810810810810811
影片對話,76,0,0.8587170633943734,0.493,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.006369426751592357
影片對話,77,0,0.8611966423594488,0.497,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.013888888888888888
影片對話,78,0,0.6560815305350141,0.517,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
影片對話,79,0,0.6160141985410894,0.517,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.004694835680751174
影片對話,80,0,0.738865108230727,0.51,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.0044444444444444444
影片對話,81,0,0.6887680253605841,0.534,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.03571428571428571
影片對話,82,0,0.876076174697842,0.48,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.004291845493562232
影片對話,83,0,0.7507334298798312,0.476,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.004672897196261682
影片對話,84,0,0.7760639912431966,0.502,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.01764705882352941
影片對話,85,0,0.9248737872076077,0.5,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.02358490566037736
影片對話,86,0,0.7112956764501723,0.519,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.027777777777777776
影片對話,87,0,0.7601585938116623,0.501,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.005555555555555556
影片對話,88,0,0.7964342140717836,0.492,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.016260162601626018
影片對話,89,0,0.6740069223862024,0.48,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.01
影片對話,90,0,0.8069660766310838,0.48,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.006802721088435374
影片對話,91,0,0.6386028801338823,0.51,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.01485148514851485
影片對話,92,0,0.6887680253605842,0.477,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.007246376811594203
影片對話,93,0,0.9595964201026503,0.527,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.011235955056179775
影片對話,94,0,0.7789152858528354,0.476,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.013574660633484163
影片對話,95,0,0.7229708879993186,0.498,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.0205761316872428
影片對話,96,0,0.7084194173784968,0.496,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.016574585635359115
影片對話,97,0,0.8995163734870045,0.502,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
影片對話,98,0,0.6099952386123539,0.498,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.017964071856287425
影片對話,99,0,0.7016950511193204,0.508,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.03409090909090909
影片對話,100,0,0.8141519103718472,0.509,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.0056179775280898875
影片對話,101,0,0.7388651082307272,0.504,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.005813953488372093
影片對話,102,0,0.7058078178367202,0.519,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.004524886877828055
影片對話,103,0,0.6082893809493954,0.509,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.010810810810810811
影片對話,104,0,0.817372007434678,0.497,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.012145748987854251
影片對話,105,0,0.651499851106031,0.459,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.018292682926829267
影片對話,106,0,0.6466644392970577,0.493,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.030612244897959183
影片對話,107,0,0.8984496700133634,0.535,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.017045454545454544
影片對話,108,0,0.7943732815707483,0.478,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.004761904761904762
影片對話,109,0,0.7259923259670882,0.51,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
影片對話,110,0,0.73919885288885,0.48,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
影片對話,111,0,0.5958777611291408,0.507,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
影片對話,112,0,0.6099952386123542,0.482,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.00625
影片對話,113,0,0.7875568382400757,0.51,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.023391812865497075
影片對話,114,0,0.7229708879993186,0.515,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.004424778761061947
影片對話,115,0,0.6720159007122251,0.495,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.0043859649122807015
影片對話,116,0,0.693590042313821,0.511,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.00558659217877095
影片對話,117,0,0.6379326365359212,0.509,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.01327433628318584
影片對話,118,0,0.7362296804988401,0.496,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.006993006993006993
影片對話,119,0,0.6654219536428057,0.481,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.017241379310344827
影片對話,120,0,0.7229708879993189,0.464,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.005917159763313609
影片對話,121,0,0.8428185506550887,0.495,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.006756756756756757
影片對話,122,0,0.5941939640322293,0.514,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.01775147928994083
影片對話,123,0,0.6261112383648264,0.515,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.028169014084507043
影片對話,124,0,0.7220001446628548,0.468,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.03211009174311927
影片對話,125,0,0.7819052347448351,0.534,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.03398058252427184
影片對話,126,0,0.651499851106031,0.501,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.006134969325153374
影片對話,127,0,0.7576833368350926,0.508,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.023148148148148147
影片對話,128,0,0.7183472854908339,0.51,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.015706806282722512
影片對話,129,0,0.7006723394900947,0.501,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.006289308176100629
影片對話,130,0,0.708419417378497,0.475,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.006329113924050633
影片對話,131,0,0.6609216274355263,0.511,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.012658227848101266
影片對話,132,0,0.8436424094058974,0.514,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.004901960784313725
影片對話,133,0,0.7949854051100484,0.487,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.027932960893854747
影片對話,134,0,0.7186051562120346,0.494,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.004166666666666667
影片對話,135,0,0.8330960653144236,0.512,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
影片對話,136,0,0.7715257281301375,0.458,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.010101010101010102
影片對話,137,0,0.7846226552613969,0.504,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.014150943396226415
影片對話,138,0,0.7854144841491509,0.518,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.016853932584269662
影片對話,139,0,0.582329504989639,0.509,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.007936507936507936
影片對話,140,0,0.5941939640322292,0.478,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
影片對話,141,0,0.8326669903581788,0.467,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.00980392156862745
影片對話,142,0,0.8309539321910002,0.512,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.005847953216374269
影片對話,143,0,0.9346775553419568,0.474,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.008695652173913044
影片對話,144,0,0.6916519449863512,0.494,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.026881720430107527
影片對話,145,0,0.8473464097707687,0.495,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.019455252918287938
影片對話,146,0,0.6983342260981562,0.466,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.016778523489932886
影片對話,147,0,0.6492370149123288,0.493,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.026615969581749048
影片對話,148,0,0.688430054281632,0.485,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
影片對話,149,0,0.7286666368355175,0.485,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.020689655172413793
影片對話,150,0,0.7805102083287287,0.504,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.006172839506172839
影片對話,151,0,0.8301651619126791,0.506,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.044585987261146494
影片對話,152,0,0.6560815305350138,0.491,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.018691588785046728
影片對話,153,0,0.6749050873589868,0.48,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.02040816326530612
影片對話,154,0,0.6265168957430522,0.51,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
影片對話,155,0,0.9292958221823058,0.506,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.0
影片對話,156,0,0.582298920832186,0.513,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.005952380952380952
影片對話,157,0,0.582298920832186,0.471,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,-0.005952380952380952
影片對話,158,0,0.8764814749374773,0.492,1.8156957082998173e-15,5.53440079829327e-16,0,1.0,0.004149377593360996
